brand,model,variant,year,km,color,price,city
citroen,saxo,1.4 SX,2000,212000,Red,239500,Bursa
citroen,saxo,1.5D SX,2001,227000,Green,240000,İzmir
citroen,saxo,1.6 VTS,1997,178000,Blue,244000,İstanbul
citroen,saxo,1.4 SX,1998,221000,Brown,245000,Ordu
citroen,saxo,1.6 VTS,2001,299000,Red,250000,İzmir
citroen,saxo,1.6 SX,1998,223000,Smoke Gray,250000,Balıkesir
citroen,saxo,1.4 SX,2002,150000,Blue,259000,Giresun
citroen,saxo,1.6 VTS,1998,150000,Black,260000,Balıkesir
citroen,saxo,1.6 VTS,1998,285000,Red,260000,Kırıkkale
citroen,saxo,1.4 SX,2001,189000,Navy,262000,İzmir
citroen,saxo,1.4 SX,2001,198000,Blue,265000,İstanbul
citroen,saxo,1.6 SX,1998,211500,Navy,265000,Samsun
citroen,saxo,1.6 VTS,2000,280000,Yellow,270000,Giresun
citroen,saxo,1.6 SX,1997,216000,Green,275000,Kütahya
citroen,saxo,1.6 SX,1997,158000,Gray,285000,Ankara
citroen,saxo,1.4 SX,2001,115000,Red,285000,İstanbul
citroen,saxo,1.4 SX,2001,240000,Burgundy,285000,Manisa
citroen,saxo,1.6 VTS,2001,126000,White,300000,Kayseri
citroen,saxo,1.6 VTS,2000,216000,Blue,310000,Bursa
citroen,saxo,1.6 VTS,2001,155800,Silver Gray,310000,Ankara
citroen,saxo,1.4 SX,2001,120000,Navy,310000,Bursa
citroen,saxo,1.6 VTS,2000,245000,White,315000,Ankara
citroen,saxo,1.4 SX,2001,125000,Silver Gray,320000,İstanbul
citroen,saxo,1.4 SX,2000,123000,Silver Gray,325000,İstanbul
citroen,saxo,1.6 VTS,1998,225000,Red,330000,Sakarya
citroen,saxo,1.6 VTS,2000,10000,Gray,340000,Muğla
citroen,saxo,1.6 VTS,2000,216000,Gray,345000,Ankara
citroen,saxo,1.6 VTS,2001,155000,Champagne,357500,Amasya
citroen,saxo,1.6 VTS,2000,215000,White,370000,Bursa
citroen,saxo,1.6 VTS,1998,167000,Red,500000,İzmir
citroen,xsara,1.6 SX,2003,23000,Black,110500,Muğla
citroen,xsara,1.6 SX,1999,250000,Blue,145000,İstanbul
citroen,xsara,1.8 SX,1998,134000,Navy,150000,İstanbul
citroen,xsara,1.6 VTR,2001,205000,Green,155000,İstanbul
citroen,xsara,1.6 SX,2000,261000,Blue,170000,Kayseri
citroen,xsara,1.6 SX,2000,300000,Burgundy,170000,Manisa
citroen,xsara,1.4 HDI,2004,254000,Silver Gray,175000,İzmir
citroen,xsara,1.6 SX,1998,240000,Red,175000,İstanbul
citroen,xsara,1.6 SX,2000,245000,Smoke Gray,185000,İstanbul
citroen,xsara,1.6 SX,2000,237000,Blue,185000,Ankara
citroen,xsara,1.6 SX,1998,270000,Green,193500,Kayseri
citroen,xsara,1.6 SX,1999,280000,White,199999,Niğde
citroen,xsara,1.4 HDI,2004,270000,Gray,200000,İstanbul
citroen,xsara,1.6 SX,2000,241000,Red,209000,Eskişehir
citroen,xsara,1.6 SX,2001,199000,Brown,210000,Konya
citroen,xsara,1.6 SX,2001,275000,Smoke Gray,210000,İzmir
citroen,xsara,1.6 SX,1999,204000,White,210000,Mersin
citroen,xsara,1.8 SX,1999,233400,Red,215000,Sivas
citroen,xsara,1.4 HDI,2004,238000,White,215000,İstanbul
citroen,xsara,1.8 SX,1999,270000,Gray,215999,İstanbul
citroen,xsara,1.4 HDI,2005,290000,Red,220000,İstanbul
citroen,xsara,1.4 HDI,2004,287600,White,220000,Antalya
citroen,xsara,1.4 HDI,2004,238000,Blue,225000,Kocaeli
citroen,xsara,1.6 SX,2000,269000,Red,225900,Adana
citroen,xsara,1.4 HDI,2004,171500,Gray,229750,Antalya
citroen,xsara,1.4 HDI,2005,290000,Gray,230000,İzmir
citroen,xsara,1.8 SX,1998,210000,Gray,230000,Bursa
citroen,xsara,1.6 SX,1999,220000,Gray,235000,Batman
citroen,xsara,1.4 HDI,2004,271000,Silver Gray,238000,İstanbul
citroen,xsara,Picasso 1.6 1.6,1999,204000,White,240000,Batman
citroen,xsara,1.4 HDI,2005,245000,Red,245000,İstanbul
citroen,xsara,1.6 SX,2000,180000,Silver Gray,245750,Antalya
citroen,xsara,1.4 HDI,2004,294700,Smoke Gray,247000,İstanbul
citroen,xsara,1.6 SX,2004,257000,Silver Gray,249500,İstanbul
citroen,xsara,1.6 SX,2002,294000,Blue,250000,Tekirdağ
citroen,xsara,1.4 HDI,2005,274000,Burgundy,250000,Uşak
citroen,xsara,Picasso 1.6 HDI,2006,250000,Black,250000,Afyonkarahisar
citroen,xsara,1.6 SX,2000,300000,Red,250000,Kocaeli
citroen,xsara,1.6 SX,1999,299000,Red,250000,Antalya
citroen,xsara,1.8 SX,1998,280000,Green,250000,Adana
citroen,xsara,1.4 HDI,2004,60000,Red,255000,Edirne
citroen,xsara,1.6 SX,2002,249000,Blue,259900,Bilecik
citroen,xsara,1.6 SX,2002,290000,Green,260000,Uşak
citroen,xsara,1.4 HDI,2005,284000,Gray,260000,İzmir
citroen,xsara,1.4 HDI,2004,267000,Turquoise,260000,Kayseri
citroen,xsara,Picasso 1.6 1.6,2001,235000,Gray,265000,Samsun
citroen,xsara,1.4 HDI,2004,258000,Turquoise,265000,Ankara
citroen,xsara,1.6 SX,1999,279000,Silver Gray,265000,Malatya
citroen,xsara,1.6 SX,2001,145000,Red,269750,İstanbul
citroen,xsara,1.6 SX,2002,226000,Gray,270000,Antalya
citroen,xsara,1.6 SX,2000,224000,Blue,270000,Tekirdağ
citroen,xsara,1.6 SX,2003,252000,Blue,275000,İstanbul
citroen,xsara,Picasso 1.6 HDI,2007,240000,Black,275000,İzmir
citroen,xsara,1.6 SX,2003,231000,Gray,275000,Samsun
citroen,xsara,1.6 SX,2004,291000,Green,275000,Trabzon
citroen,xsara,1.4 HDI,2005,274000,Turquoise,275000,Ankara
citroen,xsara,1.8 SX,1998,203000,Burgundy,275000,İstanbul
citroen,xsara,Picasso 1.6 1.6,2001,215000,Gray,280000,İstanbul
citroen,xsara,1.4 HDI,2004,180000,White,280000,İstanbul
citroen,xsara,1.6 SX,2001,270000,Red,285000,Denizli
citroen,xsara,Picasso 1.6 1.6,2001,270000,Silver Gray,289000,Isparta
citroen,xsara,1.4 HDI,2005,285000,Blue,295000,Ankara
citroen,xsara,Picasso 1.6 1.6,2001,290000,Gray,295000,Çankırı
citroen,xsara,1.6 SX,2004,258000,Silver Gray,300000,Manisa
citroen,xsara,1.6 SX,2001,215000,Silver Gray,300000,Ankara
citroen,xsara,1.4 HDI,2004,235000,Green,300000,Antalya
citroen,xsara,1.4 HDI,2005,237000,Gray,300000,İstanbul
citroen,xsara,1.4 HDI,2004,281000,Blue,305000,Gaziantep
citroen,xsara,1.6 SX,2004,291000,Blue,305000,Kütahya
citroen,xsara,Picasso 1.6 1.6,2000,152000,White,310000,Kocaeli
citroen,xsara,Picasso 1.6 1.6,2001,263000,Blue,310000,Kocaeli
citroen,xsara,Picasso 1.6 1.6,2001,270000,Red,310000,Ankara
citroen,xsara,1.6 SX,2004,295000,Red,315000,Samsun
citroen,xsara,1.4 HDI,2004,211500,Red,315000,Adana
citroen,xsara,Picasso 1.6 HDI,2008,220000,Beige,315000,İzmir
citroen,xsara,1.4 HDI,2004,214000,White,325000,Hatay
citroen,xsara,Picasso 1.6 1.6,2001,300000,Green,345000,Burdur
citroen,xsara,1.6 SX,2004,180000,Smoke Gray,350000,Amasya
citroen,xsara,1.4 HDI,2004,173000,Navy,350000,Denizli
citroen,xsara,1.6 SX,2003,260000,Silver Gray,350000,Eskişehir
citroen,xsara,1.6 SX,2003,144000,White,350000,İstanbul
citroen,xsara,1.4 HDI,2005,195200,Gray,350000,Samsun
citroen,xsara,Picasso 1.6 1.6,2002,290000,Smoke Gray,360000,İstanbul
citroen,xsara,Picasso 1.6 1.6,2001,230000,Silver Gray,360000,Tokat
citroen,xsara,1.4 HDI,2005,112000,Silver Gray,370000,İstanbul
citroen,xsara,Picasso 1.6 HDI,2007,220000,Gray,370000,İstanbul
citroen,xsara,1.6 SX,2001,92000,Green,370000,Tekirdağ
citroen,xsara,Picasso 1.6 HDI,2007,281000,Silver Gray,375000,Amasya
citroen,xsara,1.6 SX,2004,191000,Gray,390000,Ankara
citroen,xsara,1.4 HDI,2004,180000,Gray,410000,İstanbul
citroen,xsara,Picasso 1.6 HDI,2007,243000,Burgundy,420000,İstanbul
citroen,xsara,Picasso 1.6 HDI,2008,268000,Brown,470000,Adana
dacia,jogger,1.0 ECO-G Essential,2022,193000,Yellow,810000,Manisa
dacia,jogger,1.0 ECO-G Expression,2023,132000,Red,810000,Adana
dacia,jogger,1.0 T Essential,2022,45000,Green,815000,Nevşehir
dacia,jogger,1.0 ECO-G Essential,2023,140000,Orange,825000,Bursa
dacia,jogger,1.0 T Expression,2023,198000,Gray,829000,İstanbul
dacia,jogger,1.0 T Expression,2023,62000,Gray,855000,Ankara
dacia,jogger,1.0 ECO-G Essential,2023,159000,Orange,865000,İzmir
dacia,jogger,1.0 ECO-G Essential,2022,92000,Silver Gray,870000,Ankara
dacia,jogger,1.0 T Essential,2023,130000,White,875000,İstanbul
dacia,jogger,1.0 T Expression,2023,127000,Green,895000,Bursa
dacia,jogger,1.0 T Essential,2023,159000,Green,899000,İstanbul
dacia,jogger,1.0 T Essential,2022,143000,White,903500,Adana
dacia,jogger,1.0 T Expression,2022,55000,Green,905000,İzmir
dacia,jogger,1.0 T Expression,2023,125000,Green,909900,İstanbul
dacia,jogger,1.0 ECO-G Essential,2023,170000,Yellow,925000,İzmir
dacia,jogger,1.0 T Essential,2022,97500,Green,934000,İstanbul
dacia,jogger,1.0 T Essential,2023,78000,White,935000,Ankara
dacia,jogger,1.0 T Expression,2023,152000,Gray,935000,Diyarbakır
dacia,jogger,1.0 T Essential,2022,87000,Orange,945000,İstanbul
dacia,jogger,1.0 ECO-G Expression,2023,73000,Gray,950000,Antalya
dacia,jogger,1.0 ECO-G Expression,2022,109000,Gray,965000,İstanbul
dacia,jogger,1.0 ECO-G Expression,2023,134000,Green,969000,Tekirdağ
dacia,jogger,1.0 T Extreme,2023,38000,Gray,970000,Antalya
dacia,jogger,1.0 ECO-G Extreme,2023,115000,Burgundy,972500,İstanbul
dacia,jogger,1.0 ECO-G Extreme,2023,152000,Brown,975000,Mersin
dacia,jogger,1.0 T Extreme,2022,113000,Green,980000,İstanbul
dacia,jogger,1.0 ECO-G Expression,2022,105000,Smoke Gray,980000,Bursa
dacia,jogger,1.0 ECO-G Expression,2022,87500,Yellow,980000,Antalya
dacia,jogger,1.0 ECO-G Extreme,2023,174500,Gray,985000,Kocaeli
dacia,jogger,1.0 ECO-G Expression,2022,85000,Orange,985000,Samsun
dacia,jogger,1.0 ECO-G Essential,2023,85000,Green,990000,Kütahya
dacia,jogger,1.0 T Expression,2022,75000,Green,995000,Antalya
dacia,jogger,1.0 ECO-G Extreme,2023,103000,Green,995000,Kocaeli
dacia,jogger,1.0 T Expression,2023,63000,Green,999500,Bursa
dacia,jogger,1.0 T Essential,2023,73000,Brown,999950,Ankara
dacia,jogger,1.0 T Expression,2023,75000,Brown,1000000,İstanbul
dacia,jogger,1.0 T Expression,2022,77000,Green,1009000,Antalya
dacia,jogger,1.0 T Extreme,2023,79000,Gray,1010000,İstanbul
dacia,jogger,1.0 ECO-G Essential,2022,107000,White,1015000,Yozgat
dacia,jogger,1.0 ECO-G Extreme,2023,135000,Green,1015000,Bursa
dacia,jogger,1.0 T Extreme,2023,64300,Green,1020000,İstanbul
dacia,jogger,1.0 ECO-G Expression,2023,115000,Green,1025000,İstanbul
dacia,jogger,1.0 ECO-G Expression,2023,72000,Green,1025000,İzmir
dacia,jogger,1.0 ECO-G Expression,2022,91000,Green,1025000,İstanbul
dacia,jogger,1.0 ECO-G Essential,2023,69000,White,1030000,Ankara
dacia,jogger,1.0 T Essential,2023,70800,Brown,1030000,İzmir
dacia,jogger,1.0 T Extreme,2023,73000,Gray,1035900,Bursa
dacia,jogger,1.0 ECO-G Essential,2023,85000,Green,1038000,Kocaeli
dacia,jogger,1.0 T Essential,2023,73000,Green,1050000,Bartın
dacia,jogger,1.0 ECO-G Extreme,2023,85000,Brown,1050000,İstanbul
dacia,jogger,1.0 ECO-G Essential,2023,49000,Green,1050000,İstanbul
dacia,jogger,1.0 T Essential,2022,60000,Brown,1050000,Denizli
dacia,jogger,1.0 ECO-G Expression,2022,95000,Orange,1060000,Ankara
dacia,jogger,1.0 ECO-G Expression,2022,51000,Green,1065750,Zonguldak
dacia,jogger,1.0 T Extreme,2023,40000,Green,1069000,Ankara
dacia,jogger,1.0 T Essential,2023,39000,White,1069000,Ankara
dacia,jogger,1.0 ECO-G Extreme,2023,88000,Gray,1070000,İzmir
dacia,jogger,1.0 T Essential,2022,33000,Brown,1070000,Osmaniye
dacia,jogger,1.0 ECO-G Essential,2023,88000,White,1071000,Mardin
dacia,jogger,1.0 ECO-G Extreme,2023,189000,Green,1075000,Denizli
dacia,jogger,1.0 ECO-G Expression,2023,104000,Green,1075000,Muğla
dacia,jogger,1.0 ECO-G Extreme,2023,85500,Gray,1075000,Kocaeli
dacia,jogger,1.0 T Extreme,2023,86000,Green,1084000,İstanbul
dacia,jogger,1.0 ECO-G Expression,2022,195400,Gray,1085000,İstanbul
dacia,jogger,1.0 T Extreme,2023,40000,Smoke Gray,1090000,İstanbul
dacia,jogger,1.0 ECO-G Expression,2023,75000,Red,1090000,Bursa
dacia,jogger,1.0 ECO-G Expression,2022,50000,Smoke Gray,1095000,Rize
dacia,jogger,1.0 T Extreme,2023,52000,Gray,1095000,Eskişehir
dacia,jogger,1.0 T Extreme,2023,95000,Green,1095000,Aydın
dacia,jogger,1.0 T Extreme,2023,57000,Gray,1095000,Antalya
dacia,jogger,1.0 ECO-G Expression,2022,62000,Green,1098000,Sinop
dacia,jogger,1.0 ECO-G Expression,2023,56000,Silver Gray,1100000,İzmir
dacia,jogger,1.0 T Extreme,2024,21000,Brown,1100000,Antalya
dacia,jogger,1.0 ECO-G Expression,2022,25000,Green,1110000,Mersin
dacia,jogger,1.0 ECO-G Expression,2022,29000,Orange,1110000,Kütahya
dacia,jogger,1.0 T Extreme,2023,61000,Green,1120000,Tekirdağ
dacia,jogger,1.0 T Expression,2022,33000,Green,1120000,Antalya
dacia,jogger,1.0 ECO-G Expression,2023,74000,Smoke Gray,1120000,Amasya
dacia,jogger,1.0 ECO-G Expression,2023,27000,Green,1123000,Mersin
dacia,jogger,1.0 T Expression,2022,130000,Orange,1125000,İstanbul
dacia,jogger,1.0 T Extreme,2024,53000,Green,1125000,Ankara
dacia,jogger,1.0 ECO-G Expression,2022,38000,Green,1125000,Kütahya
dacia,jogger,1.0 ECO-G Essential,2023,48000,Brown,1125000,Manisa
dacia,jogger,1.0 T Extreme,2023,54000,Gray,1125000,Antalya
dacia,jogger,1.0 ECO-G Extreme,2023,79000,Gray,1130000,Denizli
dacia,jogger,1.0 ECO-G Expression,2023,28600,Green,1130000,İstanbul
dacia,jogger,1.0 ECO-G Essential,2023,185700,Brown,1135000,İstanbul
dacia,jogger,1.0 T Expression,2022,36000,Green,1135000,Kütahya
dacia,jogger,1.0 T Extreme,2022,50000,Green,1140000,İzmir
dacia,jogger,1.0 ECO-G Extreme,2023,93500,Green,1140000,Antalya
dacia,jogger,1.0 ECO-G Expression,2022,53000,Green,1150000,İzmir
dacia,jogger,1.0 ECO-G Extreme,2023,46000,Gray,1150000,Ankara
dacia,jogger,1.0 ECO-G Extreme,2023,93500,Green,1130000,Ankara
dacia,jogger,1.0 T Essential,2023,68000,Green,1150000,İstanbul
dacia,jogger,1.0 T Expression,2022,42000,Green,1150000,Ankara
dacia,jogger,1.0 ECO-G Expression,2023,76000,Smoke Gray,1150000,Batman
dacia,jogger,1.0 T Expression,2022,35000,Orange,1155000,Manisa
dacia,jogger,1.0 T Extreme,2023,54000,Green,1158750,İstanbul
dacia,jogger,1.0 T Extreme,2024,23000,Orange,1160000,Bursa
dacia,jogger,1.0 T Extreme,2024,66300,Green,1161000,İstanbul
dacia,jogger,1.0 ECO-G Extreme,2023,186400,Black,1165000,İzmir
dacia,jogger,1.0 T Extreme,2024,285500,White,1169000,İstanbul
dacia,jogger,1.0 T Essential,2022,107000,Gray,1175750,Bursa
dacia,jogger,1.0 T Expression,2023,37000,Brown,1180000,İstanbul
dacia,jogger,1.0 T Expression,2022,42000,Green,1180000,Tekirdağ
dacia,jogger,1.0 ECO-G Extreme,2024,62000,Gray,1195000,İstanbul
dacia,jogger,1.0 T Extreme,2024,26000,Gray,1195000,İstanbul
dacia,jogger,1.0 ECO-G Extreme,2022,70000,Brown,1195000,Ankara
dacia,jogger,1.0 ECO-G Extreme,2023,23000,Black,1195900,Kayseri
dacia,jogger,1.0 ECO-G Extreme,2023,40000,Gray,1215000,Edirne
dacia,jogger,1.0 ECO-G Extreme,2024,54000,Green,1215000,İstanbul
dacia,jogger,1.0 T Extreme,2023,86000,Green,1220000,Yalova
dacia,jogger,1.0 ECO-G Extreme,2023,33000,Green,1229000,Denizli
dacia,jogger,1.0 ECO-G Extreme,2023,61000,Green,1250000,İzmir
dacia,jogger,1.0 T Extreme,2024,72500,Green,1265000,Trabzon
dacia,jogger,1.0 ECO-G Extreme,2024,273100,Orange,1269000,Kocaeli
dacia,jogger,1.0 T Expression,2022,7000,Gray,1275000,İstanbul
dacia,jogger,1.0 T Extreme,2024,124900,Green,1290000,Mersin
dacia,jogger,1.0 ECO-G Extreme,2025,6500,White,1295000,Bursa
dacia,jogger,1.0 ECO-G Extreme,2023,33000,Green,1300000,Kocaeli
dacia,jogger,1.0 ECO-G Expression,2022,13000,Orange,1330000,Rize
dacia,jogger,1.0 T Extreme,2024,11000,Green,1339000,Balıkesir
dacia,jogger,1.0 ECO-G Extreme,2024,21500,White,1345000,Adana
dacia,jogger,1.0 T Extreme,2025,20000,White,1345000,Bursa
dacia,jogger,1.0 ECO-G Extreme,2024,16500,Brown,1390000,Kocaeli
dacia,jogger,1.0 T Extreme,2025,9000,Gray,1395000,Bursa
dacia,jogger,1.6 Hybrid Extreme,2024,6100,Gray,1545000,Erzurum
dacia,jogger,1.6 Hybrid Extreme,2024,16400,Gray,1550000,Bursa
dacia,jogger,1.6 Hybrid Extreme,2024,6100,Gray,1550000,Mardin
dacia,jogger,1.6 Hybrid Extreme,2024,14200,Gray,1565000,Antalya
dacia,jogger,1.6 Hybrid Extreme,2024,7000,Brown,1600000,Şanlıurfa
dacia,jogger,1.6 Hybrid Extreme,2024,60100,Gray,1600000,Malatya
dacia,jogger,1.6 Hybrid Extreme,2024,84500,White,1630000,Denizli
dacia,jogger,1.6 Hybrid Extreme,2025,16100,Gray,1650000,İstanbul
dacia,jogger,1.6 Hybrid Extreme,2024,11000,White,1650000,İzmir
dacia,jogger,1.6 Hybrid Extreme,2024,6100,Gray,1710000,Kayseri
dacia,lodgy,1.5 dCi Laureate,2016,250000,Silver Gray,365000,Adana
dacia,lodgy,1.5 dCi Laureate,2014,61000,White,370000,Gaziantep
dacia,lodgy,1.5 dCi Laureate,2014,40000,White,379000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2015,299500,White,408000,Muğla
dacia,lodgy,1.5 dCi Laureate,2013,260000,White,435000,Diyarbakır
dacia,lodgy,1.5 dCi Laureate,2013,300000,Champagne,455000,Denizli
dacia,lodgy,1.5 dCi Laureate,2016,288000,White,455000,İzmir
dacia,lodgy,1.5 dCi Laureate,2013,160000,Silver Gray,465000,Gaziantep
dacia,lodgy,1.5 dCi Stepway,2015,272000,Blue,470000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,240500,Brown,475000,Mersin
dacia,lodgy,1.5 dCi Laureate,2015,38100,White,482500,İzmir
dacia,lodgy,1.5 dCi Laureate,2013,265000,White,490000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,257000,White,495000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2012,296000,Brown,499900,İzmir
dacia,lodgy,1.5 dCi Laureate,2013,219000,White,505000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,274000,White,505000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2017,265000,White,510000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2015,296000,White,518000,Ankara
dacia,lodgy,1.5 dCi Laureate,2014,285000,White,519750,İstanbul
dacia,lodgy,1.5 dCi Laureate,2017,297000,White,520000,Hatay
dacia,lodgy,1.5 dCi Laureate,2015,232000,White,521500,Antalya
dacia,lodgy,1.5 dCi Laureate,2016,226000,White,525000,İstanbul
dacia,lodgy,1.5 dCi Allroad,2014,263000,White,530000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,223000,Brown,535000,Sakarya
dacia,lodgy,1.5 dCi Laureate,2017,145000,White,539000,Adana
dacia,lodgy,1.5 dCi Laureate,2014,298000,White,540000,Tekirdağ
dacia,lodgy,1.5 dCi Laureate,2013,246000,Gray,540000,Bolu
dacia,lodgy,1.5 dCi Laureate,2017,285000,White,545000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2014,294000,White,545000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,225000,White,550000,Sakarya
dacia,lodgy,1.5 dCi Laureate,2014,266500,Gray,555500,Hatay
dacia,lodgy,1.5 dCi Laureate,2014,259000,White,559000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2018,261000,White,562000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2015,193000,White,562000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2015,249000,Brown,565000,Kayseri
dacia,lodgy,1.5 dCi Laureate,2017,294000,White,575000,Kahramanmaraş
dacia,lodgy,1.5 dCi Laureate,2013,300000,White,575000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,254000,White,579850,İstanbul
dacia,lodgy,1.5 dCi Stepway,2016,230000,Silver Gray,580000,İzmir
dacia,lodgy,1.5 dCi Laureate,2016,192000,White,580000,Diyarbakır
dacia,lodgy,1.5 dCi Laureate,2015,230000,White,580000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2018,297000,White,585000,Kocaeli
dacia,lodgy,1.5 dCi Laureate,2018,172000,White,585000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,218000,Smoke Gray,585000,Bursa
dacia,lodgy,1.5 dCi Laureate,2013,251000,Smoke Gray,585000,İstanbul
dacia,lodgy,1.5 dCi Stepway,2016,232000,Blue,585000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2016,230000,White,587000,İstanbul
dacia,lodgy,1.5 dCi Stepway,2015,235000,Smoke Gray,587500,Rize
dacia,lodgy,1.5 dCi Laureate,2018,276300,White,590000,İstanbul
dacia,lodgy,1.5 BlueDCI  Laureate,2019,250000,White,590000,Ankara
dacia,lodgy,1.5 dCi Laureate,2015,257000,Gray,590000,Antalya
dacia,lodgy,1.5 dCi Laureate,2016,153000,White,595000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,202000,White,595000,İzmir
dacia,lodgy,1.5 dCi Laureate,2013,168000,Brown,596000,Ankara
dacia,lodgy,1.5 dCi Laureate,2016,254000,White,599000,Şanlıurfa
dacia,lodgy,1.5 dCi Allroad,2014,282000,Gray,599000,Çanakkale
dacia,lodgy,1.5 dCi Stepway,2018,180000,Smoke Gray,600000,Antalya
dacia,lodgy,1.5 dCi Laureate,2017,243000,White,600000,Bursa
dacia,lodgy,1.5 dCi Stepway,2016,216700,Blue,600000,Bursa
dacia,lodgy,1.5 dCi Laureate,2015,257000,White,610000,Antalya
dacia,lodgy,1.5 dCi Laureate,2013,155000,Brown,610000,Ankara
dacia,lodgy,1.5 dCi Laureate,2018,173000,White,613000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2016,231000,Smoke Gray,615000,İstanbul
dacia,lodgy,1.5 dCi Stepway,2017,293000,Smoke Gray,619900,İstanbul
dacia,lodgy,1.5 BlueDCI  Laureate,2019,295000,White,619950,Ankara
dacia,lodgy,1.5 dCi Laureate,2013,220000,White,620000,Ankara
dacia,lodgy,1.5 dCi Laureate,2017,290000,Yellow,625000,Ardahan
dacia,lodgy,1.5 dCi Laureate,2017,253000,Smoke Gray,625000,Bursa
dacia,lodgy,1.5 dCi Laureate,2015,219000,Smoke Gray,625000,Bursa
dacia,lodgy,1.5 dCi Laureate,2017,290000,White,625029,Kocaeli
dacia,lodgy,1.5 dCi Laureate,2013,179000,Silver Gray,629000,İstanbul
dacia,lodgy,1.5 dCi Stepway,2017,260000,Gray,630000,İzmir
dacia,lodgy,1.5 dCi Laureate,2017,260000,White,635000,Gaziantep
dacia,lodgy,1.5 BlueDCI  Laureate,2020,276500,White,635000,İstanbul
dacia,lodgy,1.5 BlueDCI  Laureate,2020,295000,White,635000,Elazığ
dacia,lodgy,1.5 dCi Laureate,2013,230000,Brown,635000,Mersin
dacia,lodgy,1.5 dCi Laureate,2014,260000,White,635000,Kahramanmaraş
dacia,lodgy,1.5 dCi Laureate,2014,190000,White,635000,İstanbul
dacia,lodgy,1.5 BlueDCI  Laureate,2019,229000,White,635000,Ankara
dacia,lodgy,1.6 ECO-G Ambiance,2019,170000,Navy,639750,Adana
dacia,lodgy,1.5 dCi Laureate,2013,118000,Black,639750,İzmir
dacia,lodgy,1.5 dCi Laureate,2014,210000,White,640000,İzmir
dacia,lodgy,1.5 dCi Stepway,2015,300000,Gray,640000,Mardin
dacia,lodgy,1.5 BlueDCI  Laureate,2019,150000,White,640000,İstanbul
dacia,lodgy,1.5 dCi Stepway,2016,250000,Gray,640000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2018,226000,White,645000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2016,279000,White,645000,Gaziantep
dacia,lodgy,1.5 dCi Laureate,2016,230000,Gray,645000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2016,228000,White,645000,Bursa
dacia,lodgy,1.5 dCi Laureate,2015,206000,White,645000,Eskişehir
dacia,lodgy,1.5 dCi Stepway,2015,255000,Silver Gray,649000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2016,238000,White,650000,İzmir
dacia,lodgy,1.5 dCi Laureate,2015,272000,White,650000,Bursa
dacia,lodgy,1.5 dCi Stepway,2016,240000,Blue,650000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2015,230000,Brown,650000,İstanbul
dacia,lodgy,1.5 dCi Stepway,2017,293000,Gray,650000,Antalya
dacia,lodgy,1.5 dCi Stepway,2015,157000,Blue,650000,Bursa
dacia,lodgy,1.5 dCi Laureate,2013,102500,White,650000,Afyonkarahisar
dacia,lodgy,1.5 dCi Laureate,2016,251000,White,650000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2017,270000,White,650000,Bursa
dacia,lodgy,1.5 dCi Laureate,2013,290000,White,650000,Antalya
dacia,lodgy,1.5 dCi Laureate,2015,196000,White,650000,Bursa
dacia,lodgy,1.5 dCi Laureate,2014,210000,White,650000,İstanbul
dacia,lodgy,1.5 dCi Laureate,2013,210000,Champagne,650000,Eskişehir
dacia,lodgy,1.5 dCi Laureate,2013,210000,Champagne,650000,İzmir
dacia,lodgy,1.5 dCi Laureate,2015,194000,White,650000,Ankara
dacia,lodgy,1.5 dCi Laureate,2013,185000,White,655000,İstanbul
dacia,lodgy,1.5 BlueDCI  Laureate,2019,162000,White,655000,Kocaeli
dacia,lodgy,1.5 dCi Stepway,2017,283000,Silver Gray,659999,Giresun
dacia,lodgy,1.5 dCi Laureate,2016,250000,White,660000,Gaziantep
dacia,lodgy,1.5 dCi Stepway,2018,216000,Silver Gray,665000,Ankara
dacia,lodgy,1.6 ECO-G Ambiance,2019,230000,White,665000,Kocaeli
dacia,lodgy,1.5 dCi Stepway,2018,260000,Smoke Gray,668000,Konya
