brand,model,variant,year,km,color,price,city
audi,a1,1.4 TFSI Attraction,2011,155000,White,625000,İstanbul
audi,a1,1.6 TDI Ambition,2011,252000,Black,625000,Aydın
audi,a1,1.4 TFSI Attraction,2012,203000,Black,665000,Zonguldak
audi,a1,1.6 TDI Ambition,2013,270000,White,835000,İstanbul
audi,a1,1.6 TDI Attraction,2011,228000,Black,670000,Ankara
audi,a1,1.4 TFSI Ambition,2012,205000,Black,675000,İstanbul
audi,a1,1.4 TFSI Attraction,2011,220000,Navy,675000,İzmir
audi,a1,1.6 TDI Ambition,2011,285000,White,690000,Antalya
audi,a1,1.4 TFSI Attraction,2012,300000,Black,695000,İstanbul
audi,a1,1.6 TDI Ambition,2011,219000,Red,699000,İstanbul
audi,a1,1.6 TDI Ambition,2011,208000,White,700000,Kastamonu
audi,a1,1.6 TDI Ambition,2011,295000,White,720000,İzmir
audi,a1,1.6 TDI Attraction,2013,214000,White,730000,Adana
audi,a1,1.6 TDI Ambition,2012,192000,Black,738000,İstanbul
audi,a1,1.6 TDI Attraction,2013,210000,White,740000,Adana
audi,a1,1.4 TFSI Ambition,2011,244000,Red,745000,Eskişehir
audi,a1,1.6 TDI Attraction,2012,235000,Red,745000,İstanbul
audi,a1,1.6 TDI Attraction,2012,179000,White,750000,Hatay
audi,a1,1.6 TDI Attraction,2012,201000,White,750000,Şanlıurfa
audi,a1,1.6 TDI Attraction,2014,295000,White,750000,Hatay
audi,a1,1.6 TDI Sport,2012,236000,Black,750000,İstanbul
audi,a1,1.6 TDI Ambition,2012,252000,Red,750000,Hatay
audi,a1,1.6 TDI Ambition,2012,180000,White,755000,İstanbul
audi,a1,1.6 TDI Ambition,2013,186000,Red,760000,Batman
audi,a1,1.4 TFSI Ambition,2011,255000,Blue,765000,Zonguldak
audi,a1,1.6 TDI Attraction,2012,160000,White,775000,İstanbul
audi,a1,1.6 TDI Ambition,2011,202000,Burgundy,775000,Muğla
audi,a1,1.6 TDI Attraction,2012,140000,White,775999,İstanbul
audi,a1,1.4 TFSI Ambition,2011,175000,Black,780000,Muğla
audi,a1,1.4 TFSI Ambition,2011,200000,Blue,790000,Antalya
audi,a1,1.6 TDI Attraction,2012,166000,White,790000,İstanbul
audi,a1,1.4 TFSI Ambition,2011,213000,Red,795000,Antalya
audi,a1,1.4 TFSI Ambition,2012,213000,Black,800000,İstanbul
audi,a1,1.4 TFSI Ambition,2011,196000,White,800000,İstanbul
audi,a1,1.6 TDI Attraction,2011,165400,Red,810000,Zonguldak
audi,a1,1.6 TDI Ambition,2013,181000,White,810000,İstanbul
audi,a1,1.4 TFSI Attraction,2011,113000,Beige,825000,İstanbul
audi,a1,1.6 TDI Attraction,2012,175000,White,829000,Ankara
audi,a1,1.4 TFSI Attraction,2012,165000,Black,830000,İstanbul
audi,a1,1.6 TDI Attraction,2013,182000,White,830000,İstanbul
audi,a1,1.6 TDI Ambition,2013,270000,White,835000,Mersin
audi,a1,1.4 TFSI Attraction,2012,175000,Black,835000,Bursa
audi,a1,1.6 TDI Ambition,2013,228000,White,835000,İstanbul
audi,a1,1.6 TDI Ambition,2012,245000,White,835000,İstanbul
audi,a1,1.6 TDI Attraction,2012,176000,Black,845000,İstanbul
audi,a1,1.6 TDI Ambition,2012,166000,White,845900,İstanbul
audi,a1,1.6 TDI Ambition,2012,176000,White,850000,Mersin
audi,a1,1.4 TFSI Attraction,2012,157000,Black,859000,Bursa
audi,a1,1.6 TDI Attraction,2014,152600,White,863000,Bursa
audi,a1,1.6 TDI Sport,2016,151000,White,865000,İstanbul
audi,a1,1.6 TDI Attraction,2014,214000,White,867000,İzmir
audi,a1,1.6 TDI Ambition,2014,174000,White,869000,İstanbul
audi,a1,1.6 TDI Ambition,2011,139900,Smoke Gray,869000,Tekirdağ
audi,a1,1.4 TFSI Ambition,2012,194000,Black,870000,Kocaeli
audi,a1,1.6 TDI Sport,2015,174000,White,875000,Eskişehir
audi,a1,1.6 TDI Attraction,2014,240000,White,875000,Ankara
audi,a1,1.6 TDI Attraction,2013,162000,White,875000,Bursa
audi,a1,1.4 TFSI Attraction,2011,112000,White,879750,İstanbul
audi,a1,1.6 TDI Ambition,2013,225800,White,880000,İstanbul
audi,a1,1.6 TDI Ambition,2012,239000,Red,890000,İstanbul
audi,a1,1.6 TDI Attraction,2013,166000,White,895000,Kocaeli
audi,a1,1.4 TFSI Ambition,2011,158000,White,895000,Ankara
audi,a1,1.6 TDI Attraction,2012,196000,White,895000,Ankara
audi,a1,1.6 TDI Attraction,2012,156000,White,900000,Eskişehir
audi,a1,1.6 TDI Attraction,2014,156900,White,900000,İstanbul
audi,a1,1.6 TDI Ambition,2013,240000,Black,900000,Bursa
audi,a1,1.6 TDI Ambition,2012,161000,White,900000,İstanbul
audi,a1,1.6 TDI Sport,2015,189000,Gray,905000,İstanbul
audi,a1,1.6 TDI Ambition,2012,152500,White,910000,İstanbul
audi,a1,1.6 TDI Attraction,2014,145000,White,910000,İstanbul
audi,a1,1.4 TFSI Attraction,2011,164000,Navy,910000,Ankara
audi,a1,1.4 TFSI Attraction,2012,210000,White,915000,İstanbul
audi,a1,1.6 TDI Ambition,2012,183500,White,915000,Denizli
audi,a1,1.6 TDI Ambition,2012,255000,Black,920000,Gaziantep
audi,a1,1.6 TDI Attraction,2012,167000,White,920000,İstanbul
audi,a1,1.6 TDI Ambition,2012,166000,Red,920000,Kocaeli
audi,a1,1.6 TDI Attraction,2014,126400,White,924900,Ankara
audi,a1,1.4 TFSI Ambition,2011,195300,Blue,925000,İstanbul
audi,a1,1.6 TDI Attraction,2013,148000,White,925750,Rize
audi,a1,1.6 TDI Attraction,2013,183000,White,935000,İstanbul
audi,a1,1.6 TDI Ambition,2014,167000,Black,940000,Kocaeli
audi,a1,1.6 TDI Ambition,2013,152000,White,945000,Aydın
audi,a1,1.6 TDI Attraction,2014,177000,White,950000,Ankara
audi,a1,1.4 TFSI Attraction,2011,74400,White,905000,İstanbul
audi,a1,1.4 TFSI Attraction,2011,74400,White,950000,İstanbul
audi,a1,1.6 TDI Ambition,2013,174000,Black,950000,İstanbul
audi,a1,1.6 TDI Sport,2015,130000,White,959750,İzmir
audi,a1,1.6 TDI Attraction,2013,121000,White,960000,İstanbul
audi,a1,1.6 TDI Attraction,2013,91500,Black,960000,İstanbul
audi,a1,1.6 TDI Ambition,2012,178000,Black,965000,İstanbul
audi,a1,1.6 TDI Ambition,2013,280000,White,975000,İstanbul
audi,a1,1.6 TDI Sport,2012,209000,White,975000,Manisa
audi,a1,1.4 TFSI Ambition,2011,145000,White,985000,Hatay
audi,a1,1.6 TDI Ambition,2012,147000,White,989750,Ankara
audi,a1,1.6 TDI Sport,2012,199000,Red,989999,Bursa
audi,a1,1.6 TDI Ambition,2014,168000,White,995000,İstanbul
audi,a1,1.6 TDI Ambition,2014,109000,White,995000,İstanbul
audi,a1,1.4 TFSI Attraction,2011,123000,Red,995000,İstanbul
audi,a1,1.6 TDI Attraction,2012,127000,Black,995000,İstanbul
audi,a1,1.6 TDI Attraction,2014,186000,White,997500,Denizli
audi,a1,1.6 TDI Ambition,2013,94000,Black,998750,İstanbul
audi,a1,1.6 TDI Ambition,2013,153000,Red,1000000,İstanbul
audi,a1,1.6 TDI Attraction,2013,97000,White,1019000,Balıkesir
audi,a1,1.4 TFSI Attraction,2011,167000,Red,1020000,İstanbul
audi,a1,1.6 TDI Ambition,2012,172000,White,1025000,İstanbul
audi,a1,1.6 TDI Sport,2015,189000,Red,1025000,İstanbul
audi,a1,1.6 TDI Attraction,2013,137000,White,1035000,Gaziantep
audi,a1,1.4 TFSI Attraction,2011,57000,White,1045000,İstanbul
audi,a1,1.6 TDI Sport,2016,234000,Red,1050000,Balıkesir
audi,a1,1.6 TDI Attraction,2013,176000,White,1050000,İstanbul
audi,a1,1.6 TDI Sport,2013,198000,Gray,1050000,Hatay
audi,a1,1.6 TDI Attraction,2013,80000,White,1050000,İstanbul
audi,a1,1.6 TDI Ambition,2012,159000,White,1060000,İstanbul
audi,a1,1.4 TFSI Ambition,2012,140000,White,1060000,Kütahya
audi,a1,1.6 TDI Ambition,2014,79000,White,1065000,İstanbul
audi,a1,1.6 TDI Sport,2016,145000,Gray,1065000,Eskişehir
audi,a1,1.4 TFSI Ambition,2011,128000,White,1069000,Zonguldak
audi,a1,1.6 TDI Attraction,2012,104000,White,1070000,İstanbul
audi,a1,1.4 TFSI Attraction,2012,160000,Black,1075000,İstanbul
audi,a1,1.6 TDI Attraction,2013,82000,White,1090000,İstanbul
audi,a1,1.6 TDI Attraction,2013,136000,Red,1098000,Adıyaman
audi,a1,1.4 TFSI Attraction,2011,147000,Black,1098750,İstanbul
audi,a1,1.6 TDI Ambition,2012,133000,Red,1100000,Yalova
audi,a1,1.6 TDI Attraction,2013,125000,White,1120000,Manisa
audi,a1,1.6 TDI Ambition,2014,150000,Black,1125000,Uşak
audi,a1,1.6 TDI Ambition,2013,152000,Red,1125000,Osmaniye
audi,a1,1.6 TDI Sport,2015,120000,White,1130000,İstanbul
audi,a1,1.6 TDI Sport,2015,130000,Red,1159900,Antalya
audi,a1,1.6 TDI Sport,2012,65000,Black,1169000,Adana
audi,a1,1.6 TDI Sport,2015,103000,Red,1175000,İstanbul
audi,a1,1.4 TFSI Ambition,2011,43500,Red,1175000,Bursa
audi,a1,1.6 TDI Sport,2015,130000,White,1175000,İstanbul
audi,a1,1.6 TDI Sport,2015,84000,White,1189000,Adana
audi,a1,1.6 TDI Ambition,2013,111000,White,1200000,İzmir
audi,a1,1.6 TDI Attraction,2013,97000,White,1130000,Mersin
audi,a1,1.6 TDI Sport,2016,105000,White,1200000,İzmir
audi,a1,1.6 TDI Sport,2015,163000,Red,1250000,Antalya
audi,a1,1.4 TFSI Attraction,2012,195500,Blue,1250000,Mersin
audi,a1,1.6 TDI Sport,2013,175000,White,1250000,İstanbul
audi,a1,1.4 TFSI Attraction,2012,82000,Red,1255000,İstanbul
audi,a1,1.6 TDI Attraction,2014,101000,Red,1299000,Antalya
audi,a3,A3 Hatchback 1.6,2000,268000,Gray,245000,Ankara
audi,a3,A3 Hatchback 1.6,2002,299000,Blue,255000,İstanbul
audi,a3,A3 Hatchback 1.6,1998,260000,Champagne,264750,İstanbul
audi,a3,A3 Hatchback 1.6,2000,252000,Navy,300000,Ankara
audi,a3,A3 Hatchback 1.6,1998,240000,Blue,315000,Adana
audi,a3,A3 Hatchback 1.8 T,1997,220000,Gray,325000,Sivas
audi,a3,A3 Hatchback 1.8 T,1998,260000,Red,325000,İstanbul
audi,a3,A3 Hatchback 1.6,1999,283000,Green,329000,Ankara
audi,a3,A3 Hatchback 1.6,1999,264000,Blue,332500,Hatay
audi,a3,A3 Sportback 1.6,2000,270000,White,349999,Manisa
audi,a3,A3 Sportback 1.6,2000,241000,Smoke Gray,350000,İstanbul
audi,a3,A3 Sportback 1.6,2000,299000,Gray,352500,Antalya
audi,a3,A3 Hatchback 1.6,2002,300000,Purple,355000,Samsun
audi,a3,A3 Sportback 1.6,2000,296000,Gray,355000,Van
audi,a3,A3 Sportback 1.6,2001,280000,Blue,355750,Kars
audi,a3,A3 Sportback 1.6,2000,300000,Yellow,360000,Konya
audi,a3,A3 Hatchback 1.6,2004,300000,Blue,360000,İstanbul
audi,a3,A3 Sportback 1.6,2003,278000,Beige,365000,Ankara
audi,a3,A3 Hatchback 1.6,1999,260000,Silver Gray,365000,Denizli
audi,a3,A3 Hatchback 1.6,2002,255000,Burgundy,375000,İzmir
audi,a3,A3 Hatchback 1.6,2000,290000,Gray,375000,Isparta
audi,a3,A3 Sportback 1.6,2002,292000,Gray,379900,İstanbul
audi,a3,A3 Sportback 1.6,2003,223000,Silver Gray,380000,Hatay
audi,a3,A3 Hatchback 1.6,2000,298000,Red,385000,İstanbul
audi,a3,A3 Hatchback 1.6,2006,281000,Black,389000,İstanbul
audi,a3,A3 Hatchback 1.6 FSI,2007,211000,White,390000,İstanbul
audi,a3,A3 Sportback 1.6,2002,259000,White,395000,Mersin
audi,a3,A3 Sportback 1.6,2007,200000,Navy,399900,Ankara
audi,a3,A3 Sportback 1.6,2000,293000,Navy,400000,Ankara
audi,a3,A3 Hatchback 1.6,2005,260000,Blue,405000,İstanbul
audi,a3,A3 Sportback 1.6,2005,280000,Gray,409750,İstanbul
audi,a3,A3 Sportback 1.6,2001,226000,Silver Gray,410000,Sakarya
audi,a3,A3 Hatchback 1.6,2004,238000,Blue,410000,Bilecik
audi,a3,A3 Hatchback 1.6,2004,262000,Silver Gray,412000,İstanbul
audi,a3,A3 Hatchback 1.6,2006,253000,Black,419000,İstanbul
audi,a3,A3 Sportback 1.6,2003,246000,White,420000,Şanlıurfa
audi,a3,A3 Hatchback 1.6,2002,251000,Blue,420000,İzmir
audi,a3,A3 Hatchback 1.6,2005,290000,Blue,420000,Antalya
audi,a3,A3 Sportback 1.6,2000,300000,Gray,420000,Ankara
audi,a3,A3 Sportback 1.6,2003,260000,Silver Gray,420000,Konya
audi,a3,A3 Hatchback 1.6 FSI,2006,278000,Black,440000,Kocaeli
audi,a3,A3 Hatchback 1.6 FSI,2006,234000,Black,425000,İstanbul
audi,a3,A3 Sportback 1.6 FSI,2007,161000,Smoke Gray,425000,Afyonkarahisar
audi,a3,A3 Sportback 1.6,1999,206000,Silver Gray,425000,Konya
audi,a3,A3 Hatchback 1.6,2003,229000,Beige,430000,Çorum
audi,a3,A3 Hatchback 1.6,2001,252000,Black,431000,Edirne
audi,a3,A3 Hatchback 1.6 FSI,2006,278000,Black,435000,İstanbul
audi,a3,A3 Hatchback 1.6,2002,197000,Blue,435000,Yalova
audi,a3,A3 Sportback 1.6,2000,272000,Black,435000,Kocaeli
audi,a3,A3 Sportback 1.6,2003,300000,Beige,436000,Kayseri
audi,a3,A3 Sportback 1.6,2000,212500,White,440000,Kayseri
audi,a3,A3 Hatchback 1.4 TFSI,2009,194000,Black,445000,Antalya
audi,a3,A3 Hatchback 1.4 TFSI,2008,240000,Black,445000,İstanbul
audi,a3,A3 Hatchback 1.6,2007,268000,Gray,445000,Mersin
audi,a3,A3 Sportback 1.6,2003,272000,Black,445000,İstanbul
audi,a3,A3 Hatchback 1.6,2000,263000,Gray,445000,Denizli
audi,a3,A3 Hatchback 1.6 FSI,2005,259000,Black,447500,Bursa
audi,a3,A3 Sportback 1.6,2001,220000,Silver Gray,450000,Ankara
audi,a3,A3 Hatchback 1.6 FSI,2008,285000,White,450000,İstanbul
audi,a3,A3 Hatchback 1.6,2005,225000,Gray,450000,İstanbul
audi,a3,A3 Hatchback 1.6,2005,280000,Gray,450000,Kocaeli
audi,a3,A3 Sportback 1.6,2003,209000,Navy,450000,Kahramanmaraş
audi,a3,A3 Hatchback 1.6,2005,228000,Black,450000,İstanbul
audi,a3,A3 Hatchback 1.6 FSI,2007,299000,Black,455000,Kocaeli
audi,a3,A3 Hatchback 1.6,2004,277000,Blue,459900,Kocaeli
audi,a3,A3 Hatchback 1.6,2004,251000,Gray,460000,Bursa
audi,a3,A3 Sportback 1.6,2001,283000,Blue,460000,Malatya
audi,a3,A3 Sportback 1.6 FSI,2006,294300,Black,465000,Hatay
audi,a3,A3 Hatchback 1.6,2004,233000,Silver Gray,465000,İstanbul
audi,a3,A3 Hatchback 1.6,2002,258000,Blue,465000,Isparta
audi,a3,A3 Sportback 1.6,2003,237000,Blue,465000,Ankara
audi,a3,A3 Sportback 1.6,2003,280000,Gray,465000,Çorum
audi,a3,A3 Sportback 1.6,2006,260000,Black,468000,Adana
audi,a3,A3 Hatchback 1.6,2001,242000,Black,469000,İzmir
audi,a3,A3 Hatchback 1.6,2001,265000,Smoke Gray,469000,Sakarya
audi,a3,A3 Hatchback 1.6,2004,293500,Blue,469999,Bursa
audi,a3,A3 Sportback 1.6 FSI,2007,300000,Black,470000,Diyarbakır
audi,a3,A3 Sportback 1.6,2007,299000,Black,470000,Şanlıurfa
audi,a3,A3 Hatchback 1.6,2000,250000,Black,475000,İstanbul
audi,a3,A3 Hatchback 1.6,2004,280000,Gray,475000,İzmir
audi,a3,A3 Sportback 1.6,2002,240000,Gray,475000,İstanbul
audi,a3,A3 Sportback 1.6,2003,215000,Gray,475000,İzmir
audi,a3,A3 Sportback 1.6,2003,250000,Gray,475000,Ankara
audi,a3,A3 Hatchback 1.6,2005,252000,Black,475000,Bursa
audi,a3,A3 Hatchback 1.6,2004,290000,Red,479000,Ankara
audi,a3,A3 Hatchback 1.6,2008,177000,Black,479000,Trabzon
audi,a3,A3 Hatchback 1.6,2007,258000,Gray,480000,Adana
audi,a3,A3 Sportback 1.6,2001,275000,Burgundy,480000,Mersin
audi,a3,A3 Hatchback 1.6,2005,284000,Blue,480000,İstanbul
audi,a3,A3 Hatchback 1.6 FSI,2006,214000,Silver Gray,480000,Kocaeli
audi,a3,A3 Hatchback 1.6,2007,171000,Black,480000,İstanbul
audi,a3,A3 Hatchback 1.6,2007,250000,Black,480000,Ankara
audi,a3,A3 Hatchback 1.6 FSI,2005,235000,Smoke Gray,485000,Denizli
audi,a3,A3 Sportback 1.6,2002,226000,Blue,485000,Karabük
audi,a3,A3 Hatchback 1.6,2007,229000,Black,485000,İstanbul
audi,a3,A3 Hatchback 1.6,2004,255000,Blue,485000,Gaziantep
audi,a3,A3 Sportback 1.6 FSI,2005,242000,Smoke Gray,489000,Antalya
audi,a3,A3 Hatchback 1.6,2005,286000,Black,490000,İstanbul
audi,a3,A3 Sportback 1.6,2002,203000,Brown,490000,Samsun
audi,a3,A3 Sportback 1.6 FSI,2007,247000,Black,490000,Adana
audi,a3,A3 Hatchback 1.6,2008,229000,White,490000,Giresun
audi,a3,A3 Hatchback 1.6,2007,258000,Black,490000,İstanbul
audi,a3,A3 Hatchback 1.6 FSI,2007,290000,Black,490000,Antalya
audi,a3,A3 Hatchback 1.6,2008,298000,Silver Gray,495000,Adana
audi,a3,A3 Sportback 1.6,2002,280000,Silver Gray,495000,İstanbul
audi,a3,A3 Hatchback 1.6,2004,290000,Blue,495000,İstanbul
audi,a3,A3 Hatchback 1.6,2004,194700,Smoke Gray,495000,İstanbul
audi,a3,A3 Hatchback 1.6,2004,240000,Black,495000,Kocaeli
audi,a3,A3 Sportback 1.6 FSI,2005,265000,Gray,498000,Adana
audi,a3,A3 Hatchback 1.6,2004,157000,White,499000,Adana
audi,a3,A3 Hatchback 1.6,2005,265000,Black,499000,İstanbul
audi,a3,A3 Hatchback 1.6,2006,298000,Black,498000,Adana
audi,a3,A3 Hatchback 1.6 FSI,2006,273900,Gray,500000,Muğla
audi,a3,A3 Hatchback 1.6,2004,256000,Navy,500000,Samsun
audi,a3,A3 Sportback 1.6 FSI,2006,292000,Blue,500000,Manisa
audi,a3,A3 Hatchback 1.6,2005,285000,Blue,500000,Afyonkarahisar
audi,a3,A3 Hatchback 1.6,1999,162000,Blue,500000,İzmir
audi,a3,A3 Hatchback 1.6,2002,213000,Navy,500000,Erzurum
audi,a3,A3 Sportback 1.6 FSI,2007,278000,Black,500000,İzmir
audi,a3,A3 Hatchback 1.4 TFSI,2008,285000,Black,500000,İzmir
audi,a3,A3 Hatchback 1.4 TFSI,2008,280000,White,502000,Tekirdağ
audi,a3,A3 Hatchback 1.6,2006,248000,Smoke Gray,508900,Bursa
audi,a3,A3 Hatchback 1.6,2006,253300,Smoke Gray,510000,Sakarya
audi,a3,A3 Sportback 1.6 FSI,2007,185000,Black,510000,Van
audi,a3,A3 Hatchback 1.6,2004,250000,Black,510000,Ankara
audi,a3,A3 Hatchback 1.6,2008,250000,White,515000,İzmir
audi,a3,A3 Sportback 1.6 FSI,2006,263000,Red,515000,Gaziantep
audi,a3,A3 Hatchback 1.6,2005,225000,Gray,515000,İstanbul
audi,a3,A3 Hatchback 1.6,1998,183000,White,515000,İstanbul
audi,a3,A3 Hatchback 1.6,2006,272000,Silver Gray,520000,Mardin
audi,a3,A3 Sportback 1.6 FSI,2005,297000,Black,520000,Antalya
audi,a3,A3 Hatchback 1.6,2006,298000,Black,520000,Bursa
audi,a3,A3 Sportback 1.6,2003,220000,Silver Gray,520000,Ankara
audi,a3,A3 Hatchback 1.4 TFSI,2010,224000,Navy,520000,Mardin
audi,a3,A3 Sportback 1.6,2006,280000,Black,524750,Kahramanmaraş
audi,a3,A3 Hatchback 1.6,2005,272000,Black,525000,Ankara
audi,a3,A3 Sportback 1.6,2006,290000,Silver Gray,525000,İstanbul
audi,a3,A3 Hatchback 1.6,2005,221000,Blue,525000,İstanbul
audi,a3,A3 Sportback 1.6,2007,235000,Silver Gray,525000,Diyarbakır
audi,a3,A3 Hatchback 1.6 FSI,2007,285000,Black,525000,Malatya
audi,a3,A3 Hatchback 1.6,2007,270000,Smoke Gray,525750,İstanbul
audi,a3,A3 Hatchback 1.6,2005,280000,Gray,530000,Adana
audi,a3,A3 Sportback 1.4 TFSI,2008,213000,Smoke Gray,530000,Hatay
audi,a3,A3 Hatchback 1.6,2007,217000,Black,531500,İstanbul
audi,a3,A3 Sportback 1.6,2006,226000,Black,534000,İstanbul
audi,a3,A3 Hatchback 1.6 FSI,2005,221000,Black,535000,Aydın
audi,a3,A3 Sportback 1.6 FSI,2007,285000,Smoke Gray,535000,Kocaeli
audi,a3,A3 Hatchback 1.6 FSI,2005,292700,Silver Gray,539000,İstanbul
audi,a3,A3 Sportback 1.6 FSI,2007,243000,Red,540000,Kastamonu
audi,a3,A3 Hatchback 1.6 FSI,2005,248000,Blue,540000,İstanbul
audi,a3,A3 Sportback 1.6 FSI,2008,300000,Gray,540000,Hatay
audi,a3,A3 Hatchback 1.6,2004,250000,Black,545000,Zonguldak
audi,a3,A3 Sportback 1.4 TFSI,2009,242000,Smoke Gray,545000,İstanbul
audi,a3,A3 Sportback 1.6 FSI,2005,279000,Gray,545000,Ordu
audi,a3,A3 Sportback 1.6,2007,296000,Beige,545000,İstanbul
audi,a3,A3 Sportback 1.4 TFSI,2008,264000,Silver Gray,545000,İstanbul
audi,a3,A3 Sportback 1.4 TFSI,2008,248000,Black,545000,Adana
audi,a3,A3 Sportback 1.4 TFSI,2008,265000,Black,545000,Batman
audi,a3,A3 Hatchback 1.6 FSI,2007,230000,Black,549500,Kayseri
audi,a3,A3 Sportback 1.6 FSI,2005,173000,Black,549990,Antalya
audi,a3,A3 Hatchback 1.6,2004,222000,Gray,550000,Kocaeli
audi,a3,A3 Hatchback 1.6,2004,280000,Smoke Gray,550000,Eskişehir
audi,a3,A3 Hatchback 1.6,2008,210000,Gray,550000,Mersin
audi,a3,A3 Hatchback 1.6,2005,249200,Red,550000,Ankara
audi,a3,A3 Hatchback 1.6,2006,283000,Smoke Gray,550000,İstanbul
audi,a3,A3 Hatchback 1.6,2007,222000,Black,550000,İstanbul
audi,a3,A3 Hatchback 1.6 FSI,2006,280000,Gray,550000,Ankara
audi,a3,A3 Hatchback 1.4 TFSI,2008,219000,White,550000,Ankara
audi,a3,A3 Sportback 1.6,2007,218000,Gray,556000,Batman
audi,a3,A3 Hatchback 1.6,2005,240000,Gray,560000,İstanbul
audi,a3,A3 Sportback 1.6,2006,273000,Black,560000,İstanbul
audi,a3,A3 Sportback 1.6,2006,229000,Gray,560000,İstanbul
audi,a3,A3 Hatchback 1.6 FSI,2006,270000,Black,560000,Bursa
audi,a3,A3 Sportback 1.6,2011,285000,White,565000,Diyarbakır
audi,a3,A3 Sportback 1.6 TDI,2011,270000,White,565000,İstanbul
audi,a3,A3 Sportback 1.6,2010,238000,Black,565000,İstanbul
audi,a3,A3 Hatchback 1.6,2009,224000,Black,565000,Adana
audi,a3,A3 Sportback 1.6,2006,269000,Black,569000,İstanbul
audi,a3,A3 Sportback 1.6 FSI,2006,293000,Silver Gray,570000,Mersin
audi,a3,A3 Sportback 1.6,2006,298000,Smoke Gray,572000,İzmir
audi,a3,A3 Hatchback 1.6,2007,210000,Black,575000,Adana
audi,a3,A3 Sportback 1.6,2007,209000,Black,575000,İstanbul
audi,a3,A3 Hatchback 1.6,2006,199000,Black,575000,Ankara
audi,a3,A3 Hatchback 1.6,2007,218000,Black,579000,Çanakkale
audi,a3,A3 Sportback 1.6,2006,284000,Black,580000,Sakarya
audi,a3,A3 Hatchback 1.6,2008,219000,White,580000,Bursa
audi,a3,A3 Sportback 1.4 TFSI,2009,185000,Red,580000,İstanbul
audi,a3,A3 Hatchback 1.6,2006,259000,Red,580000,Balıkesir
audi,a3,A3 Sportback 1.6 FSI,2006,210000,Black,580000,Kocaeli
audi,a3,A3 Sportback 1.6,2006,219900,Smoke Gray,581900,Antalya
audi,a3,A3 Sportback 1.6,2006,270000,Smoke Gray,585000,İstanbul
audi,a3,A3 Hatchback 1.6,2007,289000,Black,590000,Antalya
audi,a3,A3 Hatchback 1.4 TFSI,2008,227000,Black,590000,Kocaeli
audi,a3,A3 Sportback 1.4 TFSI,2008,205000,Silver Gray,590000,Kayseri
audi,a3,A3 Sportback 1.6,2006,262000,Black,590000,Ankara
audi,a3,A3 Hatchback 1.6,2005,237000,Gray,590000,Bursa
audi,a3,A3 Hatchback 1.6,2009,300000,Black,595000,İstanbul
audi,a3,A3 Hatchback 1.6,2005,225000,Gray,595000,Aksaray
audi,a3,A3 Hatchback 1.6,2006,275000,Black,595000,Ordu
audi,a3,A3 Hatchback 1.6,2004,268500,Smoke Gray,595000,Ankara
audi,a3,A3 Sportback 1.6 FSI,2007,203000,Black,596500,İstanbul
audi,a3,A3 Sportback 1.4 TFSI,2008,287000,Black,598000,İstanbul
audi,a3,A3 Sportback 1.6,2005,270000,Navy,598750,Ankara
audi,a3,A3 Sportback 1.4 TFSI,2008,279000,Smoke Gray,599000,Adana
audi,a3,A3 Hatchback 1.6,2006,296000,Black,599950,İstanbul
audi,a3,A3 Sportback 1.6,2006,240000,Gray,600000,Isparta
audi,a3,A3 Hatchback 1.8 T,2000,180000,Yellow,600000,Adana
audi,a3,A3 Hatchback 1.6,2004,291000,Black,600000,İstanbul
audi,a3,A3 Hatchback 1.4 TFSI,2008,205000,Black,600000,İstanbul
audi,a3,A3 Hatchback 1.4 TFSI,2008,290000,Red,600000,Ankara
audi,a3,A3 Sportback 1.6,2005,240000,Blue,600000,Ordu
audi,a3,A3 Sportback 1.4 TFSI,2008,287000,Black,590000,Bitlis
audi,a3,A3 Sportback 1.6 FSI,2007,259000,Gray,600000,İstanbul
audi,a3,A3 Hatchback 1.6,2009,250000,White,600000,Bitlis
audi,a3,A3 Sportback 1.6,2006,278000,Black,605000,Manisa
audi,a3,A3 Hatchback 1.6,2006,109500,Gray,605000,İstanbul
audi,a3,A3 Hatchback 1.6,2007,289000,White,610000,İzmir
audi,a3,A3 Sportback 1.6,2006,258000,Silver Gray,610000,Ankara
audi,a3,A3 Sportback 1.6,2006,284000,Gray,610000,İstanbul
audi,a3,A3 Sportback 1.6,2006,230000,White,610000,Konya
audi,a3,A3 Hatchback 1.4 TFSI,2009,225000,Black,610000,Kırklareli
audi,a3,A3 Hatchback 1.6,2007,266000,Gray,610000,İzmir
audi,a3,A3 Sportback 1.6,2011,233000,Black,610000,İstanbul
audi,a3,A3 Sportback 1.4 TFSI,2009,252000,Black,610000,İstanbul
audi,a3,A3 Sportback 1.4 TFSI,2009,268000,Gray,615000,Şanlıurfa
audi,a3,A3 Hatchback 1.6,2008,178500,Black,615000,Ankara
audi,a3,A3 Hatchback 1.6,2007,271000,Black,615000,Trabzon
audi,a3,A3 Hatchback 1.4 TFSI,2009,244000,Black,615000,İstanbul
audi,a3,A3 Sportback 1.6,2005,283000,Black,619000,Elazığ
audi,a3,A3 Sportback 1.6,2010,230000,Black,619999,İstanbul
audi,a3,A3 Hatchback 1.6,2008,210000,Silver Gray,620000,Ankara
audi,a3,A3 Sportback 1.6 FSI,2005,272000,Black,620000,Mersin
